Il	5.07956
a	3.47804
dit	8.07163
que	1.35375
les	2.73089
maires	14.4933
et	5.82626
les	0.791052
conseillers	7.23065
va	18.6248
<eos>	0.0
Ils	6.84595
ont	2.2685
pensé	11.3532
que	4.21519
les	2.30546
dirigeants	7.47016
et	5.851
les	0.472425
joueurs	14.646
va	17.8925
<eos>	0.0
Il	5.07956
suppose	10.767
que	5.01874
les	2.81523
présidents	11.8503
et	6.56753
les	0.485
ministres	8.01172
va	20.5928
<eos>	0.0
Elle	6.97739
estime	7.91124
que	1.08691
les	2.67089
animateurs	12.8635
et	5.86789
les	0.404748
invités	20.1454
va	14.8301
<eos>	0.0
Je	8.46644
sais	4.86949
que	0.742701
les	2.89999
gouverneurs	15.4916
et	4.5547
les	0.394732
préfets	11.1681
va	17.9293
<eos>	0.0
Elle	6.97739
a	2.83459
entendu	13.0731
que	7.95517
les	2.38374
bébés	14.5575
et	7.33236
les	0.707331
enfants	11.3682
va	18.8388
<eos>	0.0
Ils	6.84595
ont	2.2685
entendu	13.5112
que	7.67639
mes	13.2958
frères	10.6099
et	2.36059
mes	12.7687
amis	5.30051
va	14.5153
<eos>	0.0
Nous	7.23449
savons	8.14355
que	4.82303
les	2.62971
médecins	9.50455
et	7.54838
les	0.93936
administrateurs	15.3202
va	20.4516
<eos>	0.0
Il	5.07956
suppose	10.767
que	5.01874
les	2.81523
agents	10.2256
et	6.76424
les	0.591765
secrétaires	13.875
va	19.5816
<eos>	0.0
Elle	6.97739
pense	12.4098
que	1.59309
les	2.69125
patrons	9.18683
et	5.52823
les	0.205816
collègues	13.9028
va	16.8785
<eos>	0.0
Ils	6.84595
disent	13.6108
que	6.11825
les	2.28214
directeurs	12.0649
et	6.97782
les	0.923179
employés	6.38144
va	19.1715
<eos>	0.0
Il	5.07956
estime	9.21799
que	0.646998
les	2.89709
techniciens	15.0951
et	6.30072
les	0.737449
ingénieurs	13.9587
va	18.5717
<eos>	0.0
Il	5.07956
a	3.47804
pensé	12.6861
que	1.93993
les	2.76263
parcs	14.2937
et	5.51503
les	0.788686
châteaux	14.5577
va	19.3021
<eos>	0.0
