Il	0.0
croit	8.807873
que	1.0512664
les	2.073257
garçons	8.23736
et	4.2161145
les	0.5814744
filles	2.906397
sont	2.5938625
beaux	8.234898
Elle	0.0
pense	7.1302404
que	1.1726936
les	2.2081368
frères	7.9384394
et	3.7562842
les	2.3170881
mères	6.8260245
sont	2.5097048
grands	8.173813
Il	0.0
suppose	8.924677
que	0.9957665
les	1.7592967
hommes	5.355473
et	4.0230265
les	0.5448873
femmes	0.8838315
sont	2.8974023
réunis	7.284485
Ils	0.0
estiment	7.7363415
que	0.97464144
les	1.84133
médecins	6.4362626
et	3.687468
les	0.5946145
infirmières	5.954905
sont	2.167944
venus	5.8414907
Il	0.0
a	2.7771509
dit	5.026851
que	1.490396
les	2.350706
étrangers	7.3306265
et	4.3581395
les	0.63878375
étrangères	11.930231
sont	2.372309
nombreux	5.0773964
Je	0.0
vois	5.036527
que	1.6497049
les	2.4516947
ouvriers	7.0186434
et	3.7802048
les	0.6998118
ouvrières	9.165514
sont	2.2613058
présents	5.343374
Nous	0.0
avons	1.5619174
cru	6.6817846
que	1.5565892
les	2.1689541
départements	7.7677665
et	4.145541
les	0.6334176
régions	3.6193287
sont	2.6528056
ruraux	12.913127
Nous	0.0
avons	1.5619174
entendu	6.3219614
que	2.7602181
les	2.1618605
procédés	8.729736
et	4.061985
les	0.6667433
solutions	5.757414
sont	2.6304367
proposés	7.3258615
Elle	0.0
suppose	7.522747
que	1.6459092
les	1.8454207
appareils	7.8792543
et	3.9371655
les	0.6474036
technologies	5.964462
sont	2.8966534
bons	7.294766
Il	0.0
a	2.7771509
dit	5.026851
que	1.490396
les	2.350706
usages	8.058407
et	3.9124453
les	0.6434625
règles	5.268781
sont	2.9471893
fixés	8.199363
Elle	0.0
a	2.1649551
cru	7.4275613
que	1.9868448
les	2.4144673
événements	6.5204186
et	4.073809
les	0.5959624
activités	4.370917
sont	2.5693114
proposés	7.300129
Elle	0.0
a	2.1649551
annoncé	6.40608
que	2.1161044
les	2.3031414
immeubles	8.826966
et	3.9147775
les	0.76437384
maisons	4.257343
sont	2.1256065
nouveaux	10.068698
Il	0.0
a	2.7771509
dit	5.026851
que	1.490396
les	2.350706
tissus	9.222858
et	3.6624033
les	0.53036034
matières	6.119885
sont	2.0613933
nouveaux	10.34801
Ils	0.0
ont	2.2395217
annoncé	6.743045
que	2.1735802
les	1.9557043
lieux	7.0171175
et	4.270318
les	0.66176003
dates	6.4113474
sont	1.8302087
fixés	7.255618
Tu	0.0
crois	4.699881
que	1.0573888
les	2.4259505
établissements	7.7017984
et	3.9977758
les	0.77445865
écoles	5.061091
sont	1.8929381
ouverts	6.41398
Elles	0.0
ont	2.2356284
dit	5.638838
que	1.8502331
les	1.9855351
comportements	7.777322
et	3.9676836
les	0.38265285
attitudes	6.052545
sont	2.0000687
nouveaux	9.97438
Il	0.0
pense	7.2490034
que	0.70327586
les	2.0412261
titres	7.2856097
et	4.0381193
les	0.6074669
introductions	10.405806
sont	2.430636
prêts	8.017885
Nous	0.0
savons	4.9985447
que	0.9326004
les	2.0615246
risques	6.601103
et	3.950825
les	0.5643656
hypothèses	7.4871492
sont	2.3256958
envisagés	9.315072
Elles	0.0
ont	2.2356284
dit	5.638838
que	1.8502331
les	1.9855351
noms	6.435017
et	3.9821813
les	0.46802452
adresses	6.636207
sont	1.9346998
nouveaux	10.219196
Vous	0.0
avez	2.1908333
dit	5.274551
que	1.8192158
les	2.5590835
livres	6.5399327
et	3.8779013
les	0.5624422
histoires	5.861607
sont	2.0926566
publiés	7.1453247
Il	0.0
croit	8.807873
que	1.0512664
les	2.073257
salons	9.668552
et	4.0046134
les	0.59554905
chambres	6.8790216
sont	2.1598384
ouverts	6.4301953
Je	0.0
pense	3.491218
que	0.80594397
les	2.470292
logiciels	6.8418536
et	3.869684
les	0.79012984
applications	5.338635
sont	2.160129
proposés	6.532463
Ils	0.0
ont	2.2395217
cru	6.527876
que	1.9585143
les	1.9355023
investissements	7.7143173
et	3.811798
les	0.50055134
innovations	7.510379
sont	2.3533926
nouveaux	9.747428
Elles	0.0
ont	2.2356284
vu	4.687418
que	3.1751766
les	1.8472935
arguments	7.830848
et	3.972468
les	0.47141787
raisons	6.7936597
sont	2.6803873
bons	7.796664
Il	0.0
croit	8.807873
que	1.0512664
les	2.073257
garçons	8.23736
et	4.2161145
les	0.5814744
filles	2.906397
sont	2.5938625
belles	9.557923
Elle	0.0
pense	7.1302404
que	1.1726936
les	2.2081368
frères	7.9384394
et	3.7562842
les	2.3170881
mères	6.8260245
sont	2.5097048
grandes	9.06791
Il	0.0
suppose	8.924677
que	0.9957665
les	1.7592967
hommes	5.355473
et	4.0230265
les	0.5448873
femmes	0.8838315
sont	2.8974023
réunies	8.568893
Ils	0.0
estiment	7.7363415
que	0.97464144
les	1.84133
médecins	6.4362626
et	3.687468
les	0.5946145
infirmières	5.954905
sont	2.167944
venues	7.2434006
Il	0.0
a	2.7771509
dit	5.026851
que	1.490396
les	2.350706
étrangers	7.3306265
et	4.3581395
les	0.63878375
étrangères	11.930231
sont	2.372309
nombreuses	7.866455
Je	0.0
vois	5.036527
que	1.6497049
les	2.4516947
ouvriers	7.0186434
et	3.7802048
les	0.6998118
ouvrières	9.165514
sont	2.2613058
présentes	7.6237035
Nous	0.0
avons	1.5619174
cru	6.6817846
que	1.5565892
les	2.1689541
départements	7.7677665
et	4.145541
les	0.6334176
régions	3.6193287
sont	2.6528056
rurales	9.600377
Nous	0.0
avons	1.5619174
entendu	6.3219614
que	2.7602181
les	2.1618605
procédés	8.729736
et	4.061985
les	0.6667433
solutions	5.757414
sont	2.6304367
proposées	6.5595136
Elle	0.0
suppose	7.522747
que	1.6459092
les	1.8454207
appareils	7.8792543
et	3.9371655
les	0.6474036
technologies	5.964462
sont	2.8966534
bonnes	8.090673
Il	0.0
a	2.7771509
dit	5.026851
que	1.490396
les	2.350706
usages	8.058407
et	3.9124453
les	0.6434625
règles	5.268781
sont	2.9471893
fixées	7.1321855
Elle	0.0
a	2.1649551
cru	7.4275613
que	1.9868448
les	2.4144673
événements	6.5204186
et	4.073809
les	0.5959624
activités	4.370917
sont	2.5693114
proposées	6.767555
Elle	0.0
a	2.1649551
annoncé	6.40608
que	2.1161044
les	2.3031414
immeubles	8.826966
et	3.9147775
les	0.76437384
maisons	4.257343
sont	2.1256065
nouvelles	9.635852
Il	0.0
a	2.7771509
dit	5.026851
que	1.490396
les	2.350706
tissus	9.222858
et	3.6624033
les	0.53036034
matières	6.119885
sont	2.0613933
nouvelles	10.049646
Ils	0.0
ont	2.2395217
annoncé	6.743045
que	2.1735802
les	1.9557043
lieux	7.0171175
et	4.270318
les	0.66176003
dates	6.4113474
sont	1.8302087
fixées	7.2508564
Tu	0.0
crois	4.699881
que	1.0573888
les	2.4259505
établissements	7.7017984
et	3.9977758
les	0.77445865
écoles	5.061091
sont	1.8929381
ouvertes	7.214642
Elles	0.0
ont	2.2356284
dit	5.638838
que	1.8502331
les	1.9855351
comportements	7.777322
et	3.9676836
les	0.38265285
attitudes	6.052545
sont	2.0000687
nouvelles	9.462062
Il	0.0
pense	7.2490034
que	0.70327586
les	2.0412261
titres	7.2856097
et	4.0381193
les	0.6074669
introductions	10.405806
sont	2.430636
prêtes	7.9850864
Nous	0.0
savons	4.9985447
que	0.9326004
les	2.0615246
risques	6.601103
et	3.950825
les	0.5643656
hypothèses	7.4871492
sont	2.3256958
envisagées	8.234936
Elles	0.0
ont	2.2356284
dit	5.638838
que	1.8502331
les	1.9855351
noms	6.435017
et	3.9821813
les	0.46802452
adresses	6.636207
sont	1.9346998
nouvelles	9.491029
Vous	0.0
avez	2.1908333
dit	5.274551
que	1.8192158
les	2.5590835
livres	6.5399327
et	3.8779013
les	0.5624422
histoires	5.861607
sont	2.0926566
publiées	7.3973274
Il	0.0
croit	8.807873
que	1.0512664
les	2.073257
salons	9.668552
et	4.0046134
les	0.59554905
chambres	6.8790216
sont	2.1598384
ouvertes	5.8396573
Je	0.0
pense	3.491218
que	0.80594397
les	2.470292
logiciels	6.8418536
et	3.869684
les	0.79012984
applications	5.338635
sont	2.160129
proposées	6.950947
Ils	0.0
ont	2.2395217
cru	6.527876
que	1.9585143
les	1.9355023
investissements	7.7143173
et	3.811798
les	0.50055134
innovations	7.510379
sont	2.3533926
nouvelles	9.136469
Elles	0.0
ont	2.2356284
vu	4.687418
que	3.1751766
les	1.8472935
arguments	7.830848
et	3.972468
les	0.47141787
raisons	6.7936597
sont	2.6803873
bonnes	7.462055
Il	0.0
croit	8.807873
que	1.0512664
les	2.073257
filles	6.944401
et	3.7870297
les	0.43694818
garçons	3.711687
sont	2.4467223
beaux	8.40207
Elle	0.0
pense	7.1302404
que	1.1726936
les	2.2081368
mères	8.99024
et	3.8687239
les	0.5561316
frères	6.1262894
sont	3.0395153
grands	8.071452
Il	0.0
suppose	8.924677
que	0.9957665
les	1.7592967
femmes	5.7191663
et	4.1116805
les	0.54605246
hommes	3.2254157
sont	2.8757067
réunis	7.9076138
